87658, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, CIRCONSCRIPTION 1ER DEGRE IEN AIX VALLEE DE L'ARC (0133000R), REF - Enseignant 1e degré référent, G0000 - Sans spécialité, 0, 0, Non, 2, 0, 0
86209, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FENOUILLERES (0131203M), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
86210, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FENOUILLERES (0131203M), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86210, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FENOUILLERES (0131203M), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86211, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FENOUILLERES (0131203M), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
86211, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FENOUILLERES (0131203M), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
87023, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FLORALIES (LES) (0132397K), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87023, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FLORALIES (LES) (0132397K), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
87024, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FLORALIES (LES) (0132397K), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
87024, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE FLORALIES (LES) (0132397K), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86635, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), DE - Directeur d'école, D0000 - Direction, 9, 1, Non, 1, 0, 0
86635, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), DE - Directeur d'école, D0000 - Direction, 9, 1, Non, 1, 0, 0
86636, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 2
86636, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 7, 0, 2
86637, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
86637, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
86638, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
86638, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
86639, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86639, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE GIONO-SCHWEITZER (0131909E), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86212, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
86212, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
86213, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86213, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86214, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86214, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86215, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86215, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE GRANETTES (LES) (0131204N), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87523, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87523, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87524, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
87524, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 0
87525, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 2, 0, 0
87525, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE HENRI WALLON (0132759D), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 2, 0, 0
86879, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
86879, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
86880, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 2
86880, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 2
86881, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86881, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT (0132285N), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84358, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
84358, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
84359, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84359, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
84360, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84360, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES 2 (0130262P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86762, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
86762, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), DE - Directeur d'école, D0000 - Direction, 7, 0, Non, 1, 0, 0
86763, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86763, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
110713, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), ECEL - Enseignant classe élémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
110713, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), ECEL - Enseignant classe élémentaire, G0120 - Classe de lecture, 0, 0, Non, 1, 0, 1
86764, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86764, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86765, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86765, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE JEAN MAUREL (0132181A), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87282, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87282, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), DE - Directeur d'école, D0000 - Direction, 9, 0, Non, 1, 0, 0
87283, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
87283, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 0
87284, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87284, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87285, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
87285, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD (0132579H), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 1
86225, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), DE - Directeur d'école, D0000 - Direction, 6, 1, Non, 1, 0, 0
86225, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), DE - Directeur d'école, D0000 - Direction, 6, 1, Non, 1, 0, 0
86226, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 2
86226, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 2
86227, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
86227, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), IEEL - Unité pédagogique élève allophone arrivant, G0163 - Accueil primo arrivants, 0, 0, Non, 1, 0, 0
86228, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86228, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JOSEPH ROUMANILLE (0131207S), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
84361, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
84361, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
84362, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 1
84362, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 3, 0, 1
84363, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 1
84363, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY (0130263R), ECEL - Enseignant classe élémentaire, G0421 - Allemand, 0, 0, Non, 1, 0, 1
84344, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), DE - Directeur d'école, D0000 - Direction, 8, 1, Non, 1, 0, 0
84344, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), DE - Directeur d'école, D0000 - Direction, 8, 1, Non, 1, 0, 0
84345, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 1
84345, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 6, 0, 1
84346, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 25, 0, 0
84346, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 25, 0, 0
84347, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), ULEC - Ulis école, G0178 - Ulis ue troubles du spectre autistique, 0, 0, Non, 1, 0, 1
84347, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC (0130252D), ULEC - Ulis école, G0178 - Ulis ue troubles du spectre autistique, 0, 0, Non, 1, 0, 1
87446, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), DE - Directeur d'école, D0000 - Direction, 10, 1, Non, 1, 0, 0
87446, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), DE - Directeur d'école, D0000 - Direction, 10, 1, Non, 1, 0, 0
87447, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 1
87447, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 8, 0, 1
87448, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87448, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 0
87449, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87449, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
87450, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
87450, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE JULES PAYOT (0132710A), ULEC - Ulis école, G0176 - Ulis ue troubles fonctions cognitives, 0, 0, Non, 1, 0, 0
86369, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
86369, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), DE - Directeur d'école, D0000 - Direction, 5, 0, Non, 1, 0, 0
86370, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86370, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86371, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
86371, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), RASE - Réseau d'aide à dominante, G0173 - Rased aide à dominante pédagogique, 0, 0, Non, 1, 0, 1
86372, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86372, AIX EN PROVENCE, 0131312F - AIX STE VICTOIRE, ECOLE ELEMENTAIRE PUBLIQUE LAUVES (0131527P), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86727, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), DE - Directeur d'école, D0000 - Direction, 6, 1, Non, 1, 0, 0
86727, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), DE - Directeur d'école, D0000 - Direction, 6, 1, Non, 1, 0, 0
86728, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86728, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 4, 0, 0
86729, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86729, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), TR - Titulaire remplaçant, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86730, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86730, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), TS - Titulaire de secteur, G0000 - Sans spécialité, 0, 0, Non, 1, 0, 0
86731, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), ULEC - Ulis école, G0178 - Ulis ue troubles du spectre autistique, 0, 0, Non, 1, 0, 1
86731, AIX EN PROVENCE, 0131311E - AIX TOULOUBRE, ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL (0132166J), ULEC - Ulis école, G0178 - Ulis ue troubles du spectre autistique, 0, 0, Non, 1, 0, 1
86737, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARESCHALE (LA) (0132169M), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
86737, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARESCHALE (LA) (0132169M), DE - Directeur d'école, D0000 - Direction, 6, 0, Non, 1, 0, 0
86738, AIX EN PROVENCE, 0133000R - AIX VALLEE DE L'ARC, ECOLE ELEMENTAIRE PUBLIQUE MARESCHALE (LA) (0132169M), ECEL - Enseignant classe élémentaire, G0000 - Sans spécialité, 0, 0, Non, 5, 0, 0
